enrollment_id,student_id,course_id,enroll_date
317,1807,162,2024-10-10
318,1147,281,2021-08-10
319,171,385,2024-11-18
320,474,313,2023-11-11
321,475,280,2022-05-14
322,1430,204,2022-03-09
323,1419,239,2022-10-03
324,1338,167,2024-09-12
325,1483,71,2023-02-11
326,1484,335,2020-11-30
327,1130,229,2023-03-08
328,1452,150,2022-08-26
329,296,336,2020-10-23
330,79,197,2025-09-05
331,1147,79,2022-08-02
332,58,121,2022-12-20
333,1804,272,2023-11-09
334,1587,86,2024-01-19
335,1435,47,2022-05-14
336,732,29,2019-03-28
337,1206,132,2021-02-07
338,1459,389,2022-04-20
339,764,159,2020-08-03
340,1733,387,2024-11-06
341,828,181,2021-11-26
342,1249,77,2019-02-28
343,107,130,2021-06-14
344,497,357,2025-01-29
345,837,206,2024-07-24
346,1034,399,2025-04-01
347,1911,85,2025-03-19
348,337,145,2022-09-19
349,643,94,2019-01-22
350,446,48,2020-04-13
351,1640,75,2021-05-17
352,117,154,2023-08-11
353,581,271,2025-03-28
354,1114,375,2022-05-11
355,1384,97,2020-10-22
356,1276,297,2022-05-23
357,1036,88,2024-02-28
358,125,381,2021-12-18
359,803,31,2025-02-23
360,486,339,2025-08-16
361,371,68,2019-08-05
362,1393,151,2023-09-14
363,853,61,2024-02-26
364,36,50,2021-06-14
365,532,240,2019-11-21
366,301,166,2025-07-13
367,1223,328,2022-01-08
368,1135,76,2023-06-18
369,1189,39,2024-06-10
370,859,37,2025-03-21
371,1941,221,2020-12-19
372,378,330,2024-09-02
373,1527,128,2022-05-26
374,975,165,2025-07-31
375,845,268,2022-01-13
376,610,46,2019-11-06
377,1314,115,2019-06-12
378,1365,346,2024-06-23
379,1115,342,2025-10-16
380,96,301,2023-01-13
381,698,128,2021-11-15
382,1989,274,2022-07-16
383,558,70,2019-06-10
384,796,162,2021-01-03
385,311,227,2020-09-30
386,132,352,2025-09-02
387,1195,260,2019-08-13
388,671,85,2023-10-16
389,53,392,2022-10-15
390,300,7,2019-12-17
391,1110,388,2024-07-11
392,470,293,2024-05-10
393,218,23,2022-09-08
394,642,289,2023-12-12
395,245,137,2023-10-22
396,1014,98,2025-02-11
397,1797,266,2020-08-08
398,64,94,2025-11-06
399,1098,169,2025-02-20
400,336,44,2023-10-11
401,374,357,2025-03-23
402,1215,63,2022-07-25
403,1672,31,2023-12-22
404,1045,269,2022-05-24
405,499,207,2022-04-25
406,1866,103,2019-10-01
407,1409,200,2021-05-05
408,640,248,2021-03-20
409,94,27,2020-04-07
410,1941,186,2020-03-09
411,1621,319,2020-12-17
412,1492,44,2023-01-11
413,623,370,2024-07-05
414,1702,147,2019-08-26
415,298,33,2022-06-11
416,1062,25,2020-11-28
417,210,321,2021-07-30
418,1911,1,2021-09-20
419,388,393,2019-08-24
420,1901,324,2024-10-20
421,1678,195,2024-04-15
422,769,197,2019-10-29
423,206,353,2024-04-23
424,899,189,2022-01-09
425,862,85,2025-02-22
426,1219,96,2020-04-10
427,54,302,2023-10-27
428,844,320,2023-06-13
429,62,367,2019-06-02
430,155,374,2023-06-03
431,1382,307,2024-10-02
432,702,393,2023-05-07
433,1175,71,2021-10-09
434,377,313,2023-11-25
435,408,226,2023-09-29
436,1356,293,2022-05-06
437,1594,323,2023-07-15
438,1480,331,2024-06-18
439,1675,189,2020-04-30
440,1424,237,2021-09-22
441,1907,7,2024-08-15
442,379,97,2021-10-17
443,1937,221,2020-02-08
444,1859,26,2025-06-05
445,989,99,2020-02-14
446,1530,331,2025-05-29
447,1735,88,2020-08-04
448,1288,248,2019-01-14
449,983,34,2022-10-10
450,1199,359,2021-04-24
451,571,40,2022-11-19
452,908,388,2020-07-04
453,1237,377,2023-07-17
454,1638,134,2025-09-09
455,638,154,2019-04-11
456,461,116,2021-12-17
457,1899,148,2022-09-09
458,1549,42,2025-10-14
459,531,62,2022-08-08
460,751,358,2020-05-04
461,1110,111,2021-10-06
462,844,325,2023-09-01
463,472,38,2020-09-05
464,1099,170,2019-03-09
465,1515,29,2022-11-01
466,747,242,2022-01-05
467,1872,306,2022-12-14
468,214,290,2022-05-31
469,1875,343,2020-02-08
470,837,131,2025-01-26
471,619,330,2019-09-12
472,1780,286,2023-03-22
473,1085,280,2021-10-26
474,1824,366,2021-09-05
475,1783,271,2022-05-20
476,928,42,2025-09-08
477,279,375,2023-04-07
478,1728,301,2022-01-21
479,184,348,2021-10-26
480,354,142,2022-04-27
481,1497,88,2024-11-21
482,664,64,2020-02-18
483,1531,34,2022-10-09
484,1997,6,2024-02-28
485,177,355,2024-06-12
486,274,174,2024-08-30
487,1339,328,2024-11-15
488,457,180,2022-04-29
489,861,2,2023-01-27
490,1771,356,2021-12-29
491,637,368,2021-10-25
492,1366,122,2022-02-08
493,207,40,2019-09-15
494,832,225,2021-12-21
495,1989,134,2023-05-30
496,1338,287,2025-08-08
497,85,27,2023-05-22
498,1469,14,2023-10-07
499,718,48,2024-05-20
500,1057,353,2021-05-27
501,333,221,2020-05-17
502,845,167,2022-01-04
503,33,312,2023-09-14
504,389,157,2025-03-13
505,705,297,2021-08-29
506,1031,211,2019-12-07
507,263,14,2019-10-05
508,638,344,2024-02-05
509,334,83,2025-01-31
510,281,259,2022-10-07
511,572,217,2020-10-01
512,932,391,2021-08-04
513,1196,124,2025-05-22
514,1652,276,2023-10-14
515,1033,194,2025-12-23
516,751,296,2023-06-09
517,851,326,2019-01-04
518,1635,296,2019-11-19
519,1173,149,2025-04-16
520,879,135,2025-09-08
521,636,144,2022-09-04
522,1841,224,2020-05-30
523,996,246,2023-03-24
524,1836,208,2020-09-10
525,1968,235,2022-05-06
526,1495,159,2022-05-08
527,1640,336,2019-06-05
528,466,205,2019-11-22
529,1997,204,2021-06-29
530,1384,324,2023-02-21
531,508,321,2024-01-18
532,518,271,2024-06-17
533,260,132,2023-11-09
534,1414,182,2024-01-15
535,560,131,2024-06-09
536,1117,330,2019-07-07
537,1378,216,2023-04-18
538,648,256,2024-09-26
539,743,73,2023-03-08
540,821,338,2023-09-11
541,1993,259,2019-12-30
542,601,245,2020-03-05
543,74,340,2020-04-20
544,1648,400,2025-12-19
545,495,178,2024-09-10
546,361,319,2021-11-05
547,265,249,2024-05-17
548,1081,399,2025-10-26
549,462,94,2023-10-02
550,1303,268,2024-07-08
551,1862,312,2024-07-20
552,778,130,2023-11-23
553,187,269,2024-02-20
554,1913,382,2023-09-20
555,1619,103,2023-12-17
556,268,298,2025-06-03
557,486,161,2020-09-09
558,1059,188,2022-05-15
559,209,310,2022-05-05
560,1717,214,2023-06-13
561,1740,190,2020-11-29
562,5,248,2024-07-23
563,1063,30,2024-07-03
564,1727,274,2020-10-24
565,1222,67,2023-04-18
566,511,354,2023-08-04
567,1418,332,2024-07-31
568,1645,239,2020-01-05
569,726,113,2025-08-28
570,1110,126,2024-10-11
571,1998,71,2024-02-01
572,1305,315,2019-03-11
573,1971,70,2022-01-19
574,1507,282,2019-07-20
575,925,208,2025-02-24
576,764,287,2025-02-05
577,1328,164,2023-04-19
578,520,295,2020-03-04
579,856,107,2025-11-23
580,436,380,2022-02-05
581,1992,50,2020-04-20
582,1667,222,2020-04-13
583,1692,20,2019-07-24
584,163,122,2024-11-18
585,426,151,2024-04-26
586,420,273,2023-02-15
587,1595,223,2025-07-20
588,779,189,2023-04-13
589,532,64,2020-08-19
590,1042,395,2025-10-15
591,1971,196,2024-08-03
592,10,370,2021-05-16
593,45,22,2024-07-12
594,974,25,2021-05-23
595,361,170,2019-10-24
596,1317,150,2020-05-04
597,1672,280,2020-05-22
598,290,168,2021-05-13
599,1954,110,2024-03-20
600,913,78,2019-08-10
601,839,278,2023-03-11
602,828,290,2023-06-10
603,1980,316,2022-09-21
604,706,127,2021-10-01
605,1000,372,2020-10-17
606,1275,81,2020-06-01
607,494,64,2022-01-17
608,801,259,2020-06-14
609,449,366,2022-05-28
610,1774,338,2023-12-20
611,795,360,2023-02-17
612,1166,182,2019-05-26
613,1778,365,2020-05-07
614,1410,390,2020-09-01
615,725,298,2021-08-31
616,316,167,2024-07-01
617,1272,329,2024-12-30
618,1643,236,2024-06-20
619,918,371,2021-01-13
620,499,240,2024-06-23
621,1195,173,2024-06-30
622,1312,352,2022-08-20
623,7,344,2020-09-20
624,1433,130,2021-01-10
625,1659,211,2023-03-26
626,1294,392,2019-10-20
627,1389,198,2023-12-28
628,223,160,2025-12-11
629,524,350,2024-11-22
630,1517,342,2025-11-21
631,1374,358,2024-08-13
632,1684,361,2023-08-11
633,1380,5,2025-05-24
634,1766,113,2023-12-10
635,15,86,2025-12-21
636,446,168,2024-12-06
637,1951,161,2025-08-28
638,1678,324,2019-04-05
639,396,129,2019-06-25
640,589,298,2023-10-09
641,1149,247,2019-01-21
642,1359,59,2023-02-04
643,1904,389,2021-01-08
644,1182,190,2019-12-14
645,1241,294,2022-06-02
646,249,88,2025-10-01
647,980,80,2020-03-27
648,867,50,2022-11-27
649,890,281,2020-02-01
650,1777,355,2023-08-03
651,1459,293,2020-10-03
652,871,50,2025-12-22
653,343,246,2022-10-25
654,1199,86,2020-06-23
655,455,291,2019-03-09
656,718,287,2020-06-08
657,31,315,2022-10-08
658,602,267,2024-12-15
659,1659,107,2023-10-23
660,870,336,2022-09-13
661,589,86,2021-01-12
662,1624,360,2019-05-29
663,302,63,2020-06-16
664,1121,44,2022-02-23
665,960,166,2024-01-20
666,1817,91,2023-10-21
667,227,3,2019-04-14
668,1575,70,2019-08-28
669,757,322,2023-10-24
670,446,236,2020-04-09
671,774,149,2023-03-04
672,48,26,2019-11-24
673,1058,76,2022-10-28
674,1461,269,2022-01-28
675,1639,68,2021-09-15
676,162,37,2025-09-22
677,537,334,2025-02-12
678,823,361,2021-11-11
679,551,283,2025-09-12
680,527,343,2024-11-28
681,1808,26,2022-10-27
682,1041,351,2020-09-28
683,1972,7,2019-10-03
684,1164,133,2022-09-27
685,570,85,2022-04-07
686,1583,206,2019-06-07
687,415,301,2023-06-10
688,47,85,2020-01-16
689,1773,240,2021-02-20
690,566,95,2021-07-08
691,1093,30,2020-01-25
692,164,317,2024-04-17
693,1911,387,2022-11-26
694,394,151,2023-12-19
695,1446,396,2023-10-20
696,1381,389,2020-11-17
697,342,249,2020-05-01
698,1951,291,2024-01-01
699,353,316,2019-10-18
700,110,280,2022-01-03
701,1315,144,2025-04-09
702,87,71,2023-05-18
703,922,260,2024-08-16
704,1330,21,2022-01-02
705,553,205,2019-01-11
706,882,57,2021-04-18
707,1228,382,2025-11-10
708,1800,200,2025-09-10
709,694,307,2020-05-16
710,1428,187,2022-07-08
711,354,214,2025-08-15
712,258,54,2020-04-07
713,1234,113,2021-02-11
714,1882,201,2020-10-29
715,255,248,2022-08-04
716,1150,140,2021-10-02
717,1857,358,2019-11-16
718,220,324,2019-06-03
719,890,212,2020-12-04
720,799,26,2020-07-29
721,1373,123,2023-02-27
722,1242,185,2024-05-12
723,711,362,2019-06-10
724,202,257,2022-08-06
725,532,188,2020-04-03
726,531,284,2023-11-14
727,1888,344,2019-03-28
728,1632,121,2024-04-13
729,1882,221,2022-04-20
730,1206,27,2021-05-11
731,583,398,2023-12-25
732,1502,325,2024-07-24
733,927,259,2023-09-13
734,757,50,2021-08-27
735,264,56,2024-09-13
736,331,122,2019-05-31
737,1466,24,2024-05-24
738,1572,393,2024-10-13
739,389,321,2021-03-02
740,168,328,2021-10-27
741,43,375,2019-11-02
742,1299,34,2022-03-19
743,1321,97,2024-04-18
744,9,137,2024-04-04
745,630,135,2022-03-08
746,671,177,2020-06-17
747,1961,154,2019-12-13
748,1730,385,2020-10-19
749,116,198,2022-06-24
750,1842,392,2020-01-04
751,1178,321,2023-02-15
752,179,181,2020-06-18
753,1320,337,2024-02-18
754,1123,73,2024-12-13
755,1559,379,2020-11-03
756,1742,322,2023-04-22
757,1190,309,2024-12-12
758,527,205,2020-12-06
759,1103,160,2019-01-19
760,1763,92,2020-10-12
761,676,6,2024-04-03
762,1482,249,2024-01-18
763,1947,56,2020-01-22
764,66,66,2022-08-30
765,267,342,2019-09-02
766,576,199,2023-05-09
767,1462,180,2019-07-27
768,583,152,2019-10-21
769,83,205,2021-08-20
770,487,237,2020-03-15
771,1131,311,2023-12-06
772,1429,261,2020-06-16
773,605,168,2024-12-13
774,167,326,2025-11-13
775,1657,220,2025-01-24
776,1216,133,2024-01-08
777,1059,189,2020-02-26
778,1286,201,2022-05-16
779,1862,92,2024-07-07
780,457,93,2024-05-04
781,905,115,2022-09-20
782,880,204,2021-09-12
783,768,364,2022-08-02
784,1389,393,2024-12-30
785,1165,122,2020-05-27
786,714,317,2020-05-19
787,686,197,2022-08-07
788,719,355,2019-03-28
789,581,89,2024-06-30
790,1638,206,2021-07-21
791,1618,342,2021-12-17
792,1167,72,2022-04-24
793,1828,45,2020-05-05
794,1529,297,2023-10-20
795,181,237,2024-03-25
796,5,68,2022-11-10
797,627,53,2023-09-20
798,531,345,2023-09-13
799,1177,137,2021-09-05
800,409,363,2022-02-12
801,1600,243,2024-04-09
802,474,334,2025-11-16
803,1460,360,2022-11-05
804,385,331,2025-07-30
805,1270,27,2021-06-27
806,68,28,2019-06-21
807,626,261,2025-03-26
808,1617,54,2022-06-25
809,1225,183,2025-05-12
810,1761,395,2022-09-10
811,759,195,2024-02-01
812,1914,82,2020-10-15
813,1144,21,2021-04-05
814,1963,241,2022-06-20
815,1068,49,2020-09-19
816,655,307,2021-05-08
817,860,128,2024-12-09
818,1050,235,2019-05-02
819,1767,93,2021-11-09
820,355,163,2022-03-31
821,1326,92,2022-01-08
822,252,268,2023-01-21
823,1119,188,2025-04-17
824,1737,151,2023-04-10
825,107,142,2023-06-29
826,1885,4,2023-08-22
827,716,35,2024-06-16
828,700,166,2024-03-23
829,1757,113,2022-08-03
830,903,103,2019-01-31
831,4,35,2024-10-23
832,588,230,2023-07-04
833,590,223,2019-09-21
834,762,384,2023-04-01
835,1948,152,2024-01-05
836,1332,11,2024-02-20
837,1631,240,2019-12-12
838,1569,65,2021-10-30
839,1649,383,2024-06-11
840,427,212,2020-09-16
841,145,359,2023-04-04
842,537,388,2020-04-02
843,1467,199,2021-11-23
844,1060,125,2021-05-19
845,1741,206,2022-05-03
846,1957,44,2025-05-20
847,923,282,2025-05-02
848,657,205,2022-10-04
849,1545,60,2025-09-09
850,203,322,2022-12-12
851,1579,52,2020-09-15
852,1404,232,2022-06-23
853,609,350,2020-02-25
854,1343,30,2021-10-06
855,1155,130,2023-08-26
856,186,336,2019-08-06
857,1579,373,2023-04-16
858,1694,111,2025-04-02
859,1355,279,2024-03-03
860,937,295,2021-07-31
861,531,158,2021-04-28
862,1917,262,2025-01-09
863,204,237,2020-01-25
864,1378,236,2020-03-25
865,1493,225,2020-06-14
866,1152,364,2024-09-11
867,1238,199,2024-03-15
868,1149,155,2023-12-23
869,1486,382,2019-06-03
870,1753,124,2022-03-31
871,1455,96,2024-05-29
872,1757,169,2021-12-01
873,1613,150,2024-05-03
874,975,212,2019-04-30
875,439,329,2021-11-09
876,1096,134,2025-01-17
877,1061,93,2020-02-24
878,927,4,2021-12-06
879,1072,52,2020-09-12
880,850,18,2022-10-28
881,1644,397,2021-01-10
882,1820,110,2021-06-10
883,682,381,2021-02-10
884,613,144,2023-05-07
885,263,94,2022-01-02
886,1541,329,2020-08-02
887,1367,264,2024-08-27
888,583,308,2019-11-10
889,1862,34,2024-07-17
890,63,85,2019-12-26
891,474,278,2023-01-30
892,797,299,2019-06-01
893,836,248,2024-03-20
894,497,246,2024-07-08
895,1483,74,2022-04-17
896,128,43,2022-10-15
897,1973,296,2025-06-09
898,1317,90,2022-09-28
899,1912,144,2025-11-24
900,1442,329,2020-11-08
901,1924,251,2024-03-17
902,1080,277,2024-03-03
903,1464,324,2024-09-14
904,1426,169,2019-08-04
905,636,182,2020-09-18
906,148,292,2020-02-10
907,1721,338,2022-08-12
908,1305,68,2021-01-16
909,1654,319,2023-07-15
910,1747,57,2022-10-28
911,628,93,2023-08-04
912,1815,52,2019-03-07
913,1221,340,2023-04-14
914,1472,6,2020-08-28
915,1415,351,2024-06-13
916,1016,145,2024-11-09
917,214,198,2020-05-25
918,898,264,2023-01-28
919,663,156,2023-08-07
920,997,368,2023-12-20
921,1932,136,2022-02-05
922,934,219,2020-03-16
923,1367,225,2020-03-04
924,991,129,2019-08-23
925,1391,55,2025-09-25
926,452,56,2020-01-24
927,480,345,2022-08-09
928,1915,144,2021-03-10
929,600,149,2020-06-15
930,1358,104,2023-05-08
931,373,111,2025-08-28
932,1353,280,2025-11-30
933,4,64,2025-01-29
934,947,320,2025-02-08
935,1087,260,2024-12-09
936,1617,210,2024-02-19
937,133,181,2021-09-25
938,1911,272,2022-01-18
939,979,167,2025-03-07
940,960,278,2021-02-08
941,1169,201,2025-03-06
942,909,156,2021-04-06
943,1915,202,2020-11-04
944,302,61,2021-08-06
945,1042,20,2020-02-26
946,1195,83,2022-10-22
947,1342,167,2022-02-09
948,1973,325,2025-07-28
949,257,309,2022-03-22
950,341,37,2025-11-01
951,1217,281,2025-08-11
952,1055,145,2021-10-02
953,425,140,2024-03-05
954,1940,101,2025-05-30
955,1260,184,2025-09-21
956,465,72,2024-05-18
957,193,155,2020-01-05
958,1482,16,2020-01-08
959,446,255,2023-07-23
960,1483,364,2023-06-23
961,1740,203,2021-04-28
962,786,15,2023-05-31
963,820,145,2025-01-16
964,650,243,2025-02-17
965,1742,41,2025-05-17
966,1306,190,2022-12-25
967,1699,287,2022-07-19
968,1045,61,2024-12-11
969,596,371,2025-09-06
970,437,133,2019-02-10
971,656,372,2023-08-21
972,1737,8,2025-01-12
973,1093,123,2022-04-18
974,1950,145,2022-05-03
975,229,58,2019-09-02
976,929,166,2019-04-01
977,1119,393,2021-02-22
978,166,117,2021-02-10
979,156,261,2020-07-08
980,1837,385,2021-01-14
981,1397,203,2023-12-22
982,1193,89,2019-05-12
983,1759,9,2020-06-20
984,839,357,2019-10-04
985,83,101,2025-04-12
986,228,208,2024-02-20
987,1785,393,2022-10-12
988,1715,395,2020-05-05
989,1336,121,2020-04-10
990,176,46,2021-09-04
991,869,11,2021-03-21
992,755,142,2020-07-25
993,1333,8,2023-11-06
994,607,134,2025-06-06
995,1329,272,2019-07-18
996,418,34,2022-12-20
997,1782,167,2021-07-13
998,725,297,2023-12-13
999,1528,123,2022-12-10
1000,459,180,2023-03-21
1001,645,171,2025-11-21
1002,346,298,2023-03-21
1003,1635,233,2019-07-02
1004,86,281,2024-10-23
1005,1114,311,2023-04-05
1006,1313,54,2019-09-27
1007,1431,87,2019-04-29
1008,1325,239,2022-02-24
1009,1809,29,2023-11-15
1010,1567,383,2020-06-29
1011,1975,17,2019-07-31
1012,701,248,2023-10-20
1013,1196,209,2020-02-23
1014,1866,195,2023-08-11
1015,1292,375,2020-04-25
1016,1419,328,2023-09-20
1017,1475,394,2025-03-04
1018,842,18,2020-08-08
1019,1061,231,2023-12-26
1020,996,242,2023-01-11
1021,846,164,2022-02-23
1022,1392,366,2020-12-24
1023,1026,228,2025-06-24
1024,574,337,2020-09-17
1025,188,267,2021-11-24
1026,451,94,2024-02-22
1027,1973,303,2021-03-16
1028,675,174,2020-02-26
1029,592,119,2025-04-15
1030,1624,132,2021-10-12
1031,1590,114,2024-12-03
